datetime,SDNN,RMSSD,NN50,PNN50,HRmax - HRmin,VLF Power,LF Power,HF Power,LFPeak/HFPeak,LF/HF,SDANN 24h,ASDNN 24h,Prediction
2025-02-12 14:11:20,382.17979907044037,549.7076608495594,108,88.52459016393442,12.0,11085.490599872333,22789.138861782914,49197.273954009754,0.9503105590062112,0.46321954511313973,0.0,549.7074518605036,[105.12263]
