datetime,SDNN,RMSSD,NN50,PNN50,HRmax - HRmin,VLF Power,LF Power,HF Power,LFPeak/HFPeak,LF/HF,SDANN 24h,ASDNN 24h,Prediction
2020-02-13 22:28:32,53.82173689372698,53.391082482548846,80,33.19502074688796,19.269999999999996,680.203875353724,691.313797451998,843.6817383057269,0.1583011583011583,0.819401162860639,0.0,53.39092368818934,[108.63297]
